fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,ph,sulphates,alcohol,predicted_quality
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,4.94786273973975
12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,5.67748854714299
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,4.60659308690395
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,5.80731194468562
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,5.87936715917478
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,5.45457849630086
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5.71328017720464
6.3,1.02,0,2,0.083,17,24,0.99437,3.59,0.55,11.2,5.1562797245055
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,5.56659238735261
7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,4.85265164129837
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,4.96280860747742
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,5.52081839497494
7.5,0.58,0.03,4.1,0.08,27,46,0.99592,3.02,0.47,9.2,5.31509402727723
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,5.6883417131362
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5.44404890053398
8.8,0.59,0.18,2.9,0.089,12,74,0.99738,3.14,0.54,9.4,5.19802015969772
10,0.26,0.54,1.9,0.083,42,74,0.99451,2.98,0.63,11.8,6.46707000340363
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,5.24856173997819
7,0.57,0,2,0.19,12,45,0.99676,3.31,0.6,9.4,5.07316489980881
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,5.22441183271615
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6.29059218579104
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,5.75176947344708
8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5.1976443592999
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,5.38711952862431
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,5.89088537138775
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,6.20938988808426
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,5.32553540090345
7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,5.29815571023953
10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5.9565098389676
8.9,0.84,0.34,1.4,0.05,4,10,0.99554,3.12,0.48,9.1,5.0051983471318
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6.00302383196697
10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,5.62675952873575
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,5.81886768663595
10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,5.63037524272835
9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,6.01644698458912
7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6.42436013189599
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,5.54752135649185
8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,5.27637342834201
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,5.86226881341402
7.8,0.48,0.68,1.7,0.415,14,32,0.99656,3.09,1.06,9.1,5.1446057287038
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5.09449905613604
8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,5.30861691403889
11.8,0.38,0.55,2.1,0.071,5,19,0.9986,3.11,0.62,10.8,6.07930765648516
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,5.75878411701411
7.5,0.685,0.07,2.5,0.058,5,9,0.99632,3.38,0.55,10.9,5.63058360232884
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,6.68185668011967
7,0.5,0.14,1.8,0.078,10,23,0.99636,3.53,0.61,10.4,5.60980314726384
7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5.16050176688765
9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5.54621728072633
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,5.99531919450505
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5.03912981604894
8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,6.23750689884801
8.2,0.73,0.21,1.7,0.074,5,13,0.9968,3.2,0.52,9.5,5.17970698215417
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,5.81164142650897
8.6,0.42,0.39,1.8,0.068,6,12,0.99516,3.35,0.69,11.7,6.26646654289334
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,5.83867300348121
7.6,0.63,0.03,2,0.08,27,43,0.99578,3.44,0.64,10.9,5.65429775229283
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,5.18780317412102
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5.58198720248856
8.7,0.42,0.45,2.4,0.072,32,59,0.99617,3.33,0.77,12,6.3185728209804
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5.07156363043967
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,5.58808555811983
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.01438795528406
10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,4.91809144399659
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,5.4590317386896
9.7,0.31,0.47,1.6,0.062,13,33,0.9983,3.27,0.66,10,5.87113246975923
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6.35299768273097
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5.24119200647568
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6.07383499610542
8,0.83,0.27,2,0.08,11,63,0.99652,3.29,0.48,9.8,4.9203585275712
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5.31484491523202
9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5.14267710281876
8.9,0.32,0.31,2,0.088,12,19,0.9957,3.17,0.55,10.4,5.95441871202156
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5.14011375579688
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,5.97847974645161
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5.12985806595374
8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5.08514577470554
11.6,0.47,0.44,1.6,0.147,36,51,0.99836,3.38,0.86,9.9,5.64815460182197
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667,6.64393700890626
6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5.88553265343724
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,5.43570678506999
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,5.76348722644946
9.1,0.25,0.34,2,0.071,45,67,0.99769,3.44,0.86,10.2,6.06500031985899
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,5.99328697979704
7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,5.27409100259481
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,6.31753809354476
7.2,0.41,0.3,2.1,0.083,35,72,0.997,3.44,0.52,9.4,5.28786291188044
7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,5.21837250977362
7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5.16796643601604
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5.14482872904999
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,5.62635923744707
7.4,0.62,0.05,1.9,0.068,24,42,0.9961,3.42,0.57,11.5,5.78131537727725
7.4,1.185,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,4.81202421250299
8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1,5.35519707617889
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,5.45752133751596
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,5.36464385337156
9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,6.11419680730024
8.2,0.2,0.43,2.5,0.076,31,51,0.99672,3.53,0.81,10.4,6.1115458415184
7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5.99902129490459
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5.7015635166043
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5.37887571967117
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5.43601942358244
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,4.92576427055439
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,5.31831621857607
7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5.23421432683958
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,5.36980621985471
7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,6.60760839008517
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6.51662511310691
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,5.13994157309411
9,0.46,0.23,2.8,0.092,28,104,0.9983,3.1,0.56,9.2,5.25293969027841
8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,5.64759107232899
8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,6.51618807304286
8.9,0.24,0.39,1.6,0.074,3,10,0.99698,3.12,0.59,9.5,5.86235108976076
9.2,0.92,0.24,2.6,0.087,12,93,0.9998,3.48,0.54,9.8,4.67103411391975
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5.03752240268046
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6.12513114083121
5.9,0.19,0.21,1.7,0.045,57,135,0.99341,3.32,0.44,9.5,5.52154863398895
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,5.55242089284778
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,6.75790908693352
10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,6.29285676038576
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,5.22768366992683
8,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,5.75698930204861
7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5.0698140568206
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6.16010988187747
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5.16940361813527
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,5.61844646668077
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5.42663874409325
6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,5.81979139565886
10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6.44200444431585
7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,5.35430537317937
7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,4.78424197676476
7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5.58589459758961
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,6.1789415549052
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5.44768341258438
13.3,0.43,0.58,1.9,0.07,15,40,1.0004,3.06,0.49,9,5.39758040515554
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,5.96728383784709
11.2,0.28,0.56,1.9,0.075,17,60,0.998,3.16,0.58,9.8,5.76480550762443
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,4.91278764579133
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,6.1789415549052
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,5.96169901578808
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,5.61645338269325
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,5.15697805119397
9.3,0.49,0.36,1.7,0.081,3,14,0.99702,3.27,0.78,10.9,6.02332481332716
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,5.89513081197485
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6.00253206483351
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,6.93315549852397
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,5.70861766565603
8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,5.68380773352885
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,6.52950061729894
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,5.8709051995759
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,5.41935729334914
7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,6.0614270778901
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5.1019924406887
7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,5.51096342897173
7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,5.09016747283027
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5.578820257556
8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8,5.29254526287823
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6.05576649446681
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5.35694810043263
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,5.26022965592872
8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9,4.68213150527589
8.9,0.35,0.4,3.6,0.11,12,24,0.99549,3.23,0.7,12,6.42352598588527
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,4.87130186093552
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,5.01577583818895
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6.01438795528406
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,6.56198306129349
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,5.7238493545995
8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,6.55064617105208
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,5.18711867432883
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,5.98342607755501
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,4.89154361227896
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,6.23778921121184
7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1,5.23301560992162
10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,5.75269072413568
10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,5.43082795178726
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,5.76881792765023
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,5.44248809365052
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,6.55495751048982
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,5.52707717244476
8.9,0.38,0.4,2.2,0.068,12,28,0.99486,3.27,0.75,12.6,6.62169258275251
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,5.78870612945605
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,5.70332874365203
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,5.4180781087471
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,5.84861411954684
7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5.18559791086686
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,5.3760585091773
11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,5.98326317530865
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,5.86181399235583
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,5.73914545188187
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667,4.93894586137233
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,5.4970940522647
9,0.47,0.31,2.7,0.084,24,125,0.9984,3.31,0.61,9.4,5.18585638826058
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5.34444748895631
9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,5.84489476957804
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,5.90449431835238
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,5.33349329261474
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,6.43459565221344
8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5.09773825370299
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6.02845345138574
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,4.72439885229848
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,5.80295423324671
10.3,0.27,0.56,1.4,0.047,3,8,0.99471,3.16,0.51,11.8,6.45933914181052
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,4.96280860747742
11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,5.56635092004602
9.1,0.6,0,1.9,0.058,5,10,0.9977,3.18,0.63,10.4,5.74780785621842
10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,6.24837458212762
7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4,5.04176651122152
8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6.50361600439792
7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,5.40553106168595
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6.64672328312514
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5.10142498756957
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,5.88532393940607
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,5.68094111502844
9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5.32861005937843
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,4.78717938318727
7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5.33393341741911
10.6,0.36,0.57,2.3,0.087,6,20,0.99676,3.14,0.72,11.1,6.23489373969081
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6.01996314745519
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6.32814189578165
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,5.28355145953955
7.6,0.4,0.29,1.9,0.078,29,66,0.9971,3.45,0.59,9.5,5.40109901096542
7.3,0.835,0.03,2.1,0.092,10,19,0.9966,3.39,0.47,9.6,4.93021644504388
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6.48009876595675
11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6.1065411882493
9.9,0.35,0.41,2.3,0.083,11,61,0.9982,3.21,0.5,9.5,5.47517051084422
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,6.32418861350476
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5.29320570792674
9.1,0.66,0.15,3.2,0.097,9,59,0.99976,3.28,0.54,9.6,5.11061684135069
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5.17080231461335
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,6.58812976790049
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,6.34765863393695
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,6.63791086158357
9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,5.81403286315725
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,5.48392432083784
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5.12499620884053
7.2,0.34,0.24,2,0.071,30,52,0.99576,3.44,0.58,10.1,5.70865121182044
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,5.99328697979704
13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,6.01680991159611
7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,5.06144597308153
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,5.75032865602676
8,0.6,0.08,2.6,0.056,3,7,0.99286,3.22,0.37,13,6.28043159493122
11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,6.51631352828262
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,6.03789031649031
7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3,5.15048746309753
7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6,4.95343958176705
5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,6.03144790226234
7,0.69,0.07,2.5,0.091,15,21,0.99572,3.38,0.6,11.3,5.69541812991837
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6.01780608468571
8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,6.29500485942565
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,5.54571678854855
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6.23982038361653
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6.20038082732921
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,5.31310458002379
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,6.51153279303382
7.2,0.49,0.18,2.7,0.069,13,34,0.9967,3.29,0.48,9.2,5.2896738343304
10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,5.66953283620906
8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4,6.56198306129349
7.3,0.32,0.23,2.3,0.066,35,70,0.99588,3.43,0.62,10.1,5.74409462490501
7.3,0.91,0.1,1.8,0.074,20,56,0.99672,3.35,0.56,9.2,4.75238669237753
8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5.19981576343814
10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,6.20402636260088
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,5.81809420095188
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6.21872480729249
7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5.49412430803213
7.6,0.48,0.31,2.8,0.07,4,15,0.99693,3.22,0.55,10.3,5.71458696594605
12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5.53208537098564
9.1,0.3,0.41,2,0.068,10,24,0.99523,3.27,0.85,11.7,6.56394411260315
8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,6.01522329506162
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,5.01059419299657
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,4.97960213255138
8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,4.87699530674775
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,4.91054687473186
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,5.12985806595374
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,5.75665819839299
9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,5.12745159386306
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,6.69485906785664
7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,5.3020921389608
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,5.37475235030774
10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,5.49729079551139
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,5.48987298007819
7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5.43678941535638
8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,5.54930681850967
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,5.36985647880142
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,5.27657271920568
6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4,5.50815006475939
7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5,5.09942155567232
7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4,5.04934936014495
7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5.28638044959559
7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,4.9998286106438
