location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,probability_high_value,Campaign_A
Oregon,No,Basic,College,Employed,F,32848,Urban,Married,74,2,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medsize,1,0.5072430083018536,Yes
California,Yes,Extended,High School or Below,Employed,F,82477,Suburban,Married,90,1,69,0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large,0,0.0,No
Arizona,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,1,0.4940354326067936,Yes
California,Yes,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,0,0.0,No
California,Yes,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,70,28,26,0,2,Corporate Auto,Corporate L3,Offer2,Web,491.112176,Four-Door Car,Medsize,1,0.5032611854206648,Yes
Oregon,No,Premium,College,Employed,M,71982,Suburban,Single,103,29,37,0,4,Corporate Auto,Corporate L2,Offer3,Call Center,494.4,Four-Door Car,Small,1,0.5150886683885713,Yes
Nevada,No,Extended,College,Employed,F,88842,Urban,Married,90,32,42,0,1,Personal Auto,Personal L2,Offer4,Branch,350.75997,Two-Door Car,Large,0,0.0,No
Oregon,No,Basic,College,Employed,M,57125,Suburban,Divorced,68,13,99,0,3,Corporate Auto,Corporate L1,Offer1,Agent,326.4,Four-Door Car,Small,1,0.5076552255074857,Yes
Oregon,No,Basic,College,Medical Leave,F,19637,Suburban,Married,67,34,30,0,1,Personal Auto,Personal L3,Offer1,Branch,333.138214,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,Bachelor,Employed,F,94508,Suburban,Married,88,27,54,0,3,Personal Auto,Personal L3,Offer4,Agent,491.384479,Four-Door Car,Medsize,1,0.5158540405598121,Yes
Arizona,No,Extended,High School or Below,Disabled,M,15871,Suburban,Married,89,20,19,0,4,Personal Auto,Personal L2,Offer4,Branch,427.2,Four-Door Car,Medsize,1,0.5135407457786396,Yes
Nevada,No,Basic,College,Employed,M,67197,Rural,Single,111,2,9,0,2,Special Auto,Special L2,Offer1,Agent,147.94878300000005,SUV,Large,1,0.5157813410057784,Yes
Arizona,No,Basic,Bachelor,Employed,M,58498,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,0,0.0,No
Washington,No,Basic,College,Employed,M,44051,Suburban,Married,67,21,81,0,3,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Large,1,0.5064778399808699,Yes
California,No,Basic,College,Unemployed,M,0,Suburban,Single,67,23,88,0,1,Personal Auto,Personal L3,Offer1,Web,482.4,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,College,Employed,M,58718,Suburban,Single,226,11,0,0,1,Personal Auto,Personal L3,Offer1,Agent,1084.8,Luxury Car,Medsize,1,0.5137318368293337,Yes
Oregon,Yes,Basic,Bachelor,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medsize,1,0.4636021879376064,Yes
Arizona,Yes,Basic,College,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Personal Auto,Personal L1,Offer2,Call Center,316.8,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Employed,M,87840,Rural,Married,118,22,42,1,3,Personal Auto,Personal L3,Offer1,Call Center,161.59059399999995,SUV,Medsize,1,0.5150553294281179,Yes
Oregon,Yes,Basic,High School or Below,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L2,Offer2,Agent,114.273025,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,F,71186,Rural,Married,67,11,14,0,6,Personal Auto,Personal L3,Offer2,Call Center,29.984815,Two-Door Car,Medsize,1,0.5044080976541206,Yes
California,No,Extended,High School or Below,Employed,F,23970,Rural,Married,77,13,19,0,1,Personal Auto,Personal L2,Offer2,Call Center,43.959921,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Doctor,Employed,F,38704,Rural,Married,65,10,28,0,9,Personal Auto,Personal L3,Offer2,Branch,9.716628,Four-Door Car,Large,1,0.4758132750039434,Yes
California,Yes,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Corporate Auto,Corporate L2,Offer2,Agent,60.036683,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,College,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large,0,0.0,No
Arizona,No,Extended,College,Employed,F,36428,Urban,Divorced,124,34,20,0,1,Personal Auto,Personal L1,Offer2,Agent,559.412583,SUV,Medsize,0,0.0,No
California,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,81,21,37,0,4,Personal Auto,Personal L2,Offer1,Branch,583.2,Four-Door Car,Small,1,0.5108685213722878,Yes
Oregon,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,21,69,0,7,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Medsize,1,0.3495164442134784,Yes
California,No,Extended,College,Unemployed,F,0,Rural,Married,77,33,86,0,1,Personal Auto,Personal L1,Offer1,Web,138.94798400000002,Four-Door Car,Large,0,0.0,No
California,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,127,30,11,0,6,Personal Auto,Personal L2,Offer3,Branch,1087.995426,Sports Car,Medsize,1,0.5120582220640192,Yes
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,69,0,32,0,7,Corporate Auto,Corporate L1,Offer2,Agent,599.1527219999998,Four-Door Car,Small,0,0.0,No
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,114,3,93,0,1,Personal Auto,Personal L2,Offer3,Call Center,820.8,SUV,Medsize,0,0.0,No
Nevada,No,Premium,High School or Below,Employed,F,26312,Suburban,Married,110,29,19,1,2,Personal Auto,Personal L3,Offer1,Web,565.837664,Four-Door Car,Medsize,1,0.5158586396197876,Yes
California,No,Extended,Doctor,Unemployed,M,0,Suburban,Divorced,97,27,96,0,2,Corporate Auto,Corporate L2,Offer4,Web,469.229028,Four-Door Car,Medsize,1,0.5152656708039608,Yes
Oregon,Yes,Extended,Doctor,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Corporate Auto,Corporate L1,Offer1,Agent,481.025786,Four-Door Car,Medsize,1,0.514713509212916,Yes
California,No,Extended,High School or Below,Employed,M,20009,Suburban,Single,87,31,86,1,2,Corporate Auto,Corporate L3,Offer2,Branch,987.122788,Four-Door Car,Small,1,0.5153692915540314,Yes
Washington,No,Extended,Doctor,Employed,F,62530,Rural,Married,95,35,28,0,1,Personal Auto,Personal L3,Offer4,Agent,61.693771,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,College,Unemployed,M,0,Suburban,Single,180,21,68,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1777.471271,Luxury Car,Small,1,0.5069712028716921,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,18,21,0,2,Corporate Auto,Corporate L2,Offer2,Web,478.509797,Two-Door Car,Medsize,1,0.5081967155066188,Yes
Oregon,No,Extended,High School or Below,Employed,F,47528,Urban,Married,77,10,73,1,1,Personal Auto,Personal L3,Offer2,Agent,277.582137,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,7,47,0,2,Personal Auto,Personal L3,Offer4,Branch,733.5224049999997,Four-Door Car,Large,1,0.5100336432282241,Yes
California,No,Premium,College,Unemployed,F,0,Suburban,Single,190,21,35,1,7,Personal Auto,Personal L3,Offer3,Branch,1654.202174,SUV,Medsize,1,0.5166473524283091,Yes
Arizona,No,Basic,Bachelor,Employed,M,33191,Suburban,Married,70,9,80,0,9,Personal Auto,Personal L1,Offer3,Branch,443.53718,Four-Door Car,Medsize,1,0.5034285968120342,Yes
Arizona,Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,1,0.5097526350879892,Yes
Oregon,No,Basic,College,Employed,M,27961,Suburban,Married,72,15,64,0,2,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Small,1,0.5153316694797676,Yes
California,Yes,Basic,High School or Below,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L3,Offer2,Branch,369.818708,SUV,Large,1,0.5151641260991079,Yes
Washington,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,223,26,40,5,7,Personal Auto,Personal L2,Offer1,Call Center,1605.6,Luxury Car,Medsize,1,0.5152042760666672,Yes
Oregon,No,Premium,College,Employed,F,44222,Urban,Married,104,19,3,0,1,Personal Auto,Personal L2,Offer3,Branch,413.196371,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,F,72014,Urban,Married,72,24,58,0,1,Personal Auto,Personal L1,Offer2,Agent,188.204234,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Medical Leave,M,17130,Suburban,Divorced,198,1,58,0,2,Special Auto,Special L3,Offer1,Agent,950.4,Luxury SUV,Medsize,1,0.5171401340199476,Yes
Oregon,No,Extended,College,Unemployed,F,0,Suburban,Single,135,0,86,0,1,Personal Auto,Personal L1,Offer2,Agent,648.0,SUV,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Unemployed,F,0,Rural,Married,90,25,63,2,7,Personal Auto,Personal L3,Offer3,Call Center,134.44278300000002,Four-Door Car,Medsize,1,0.5142120667188697,Yes
Oregon,No,Basic,Bachelor,Employed,M,52278,Urban,Married,73,31,91,0,3,Personal Auto,Personal L2,Offer1,Branch,234.997994,Two-Door Car,Medsize,1,0.5118483476629968,Yes
Nevada,No,Basic,Bachelor,Employed,M,30584,Rural,Married,68,10,37,0,2,Personal Auto,Personal L2,Offer3,Branch,51.662597,Two-Door Car,Medsize,1,0.5145917474646164,Yes
Arizona,No,Basic,Bachelor,Employed,M,29540,Suburban,Divorced,73,3,23,0,2,Personal Auto,Personal L3,Offer2,Branch,350.4,Four-Door Car,Medsize,1,0.5148106246486432,Yes
California,No,Basic,Master,Unemployed,F,0,Suburban,Married,112,16,12,0,1,Personal Auto,Personal L3,Offer1,Agent,537.6,SUV,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Medical Leave,M,10269,Urban,Single,65,12,5,0,3,Personal Auto,Personal L1,Offer1,Agent,170.798204,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,F,49625,Urban,Married,66,29,9,0,1,Corporate Auto,Corporate L1,Offer3,Agent,261.549577,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Disabled,F,25226,Suburban,Divorced,71,13,97,1,4,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize,1,0.4199909184960532,Yes
Arizona,Yes,Premium,High School or Below,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L1,Offer2,Web,542.4,Four-Door Car,Large,1,0.5114471871165912,Yes
Nevada,No,Basic,College,Employed,F,39815,Rural,Divorced,64,17,68,0,2,Special Auto,Special L3,Offer3,Branch,91.391245,Four-Door Car,Medsize,1,0.5137396186612272,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,111,15,12,0,2,Personal Auto,Personal L1,Offer3,Call Center,532.8,SUV,Medsize,1,0.5156162060808273,Yes
California,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,126,19,17,0,4,Personal Auto,Personal L3,Offer3,Branch,604.8,SUV,Medsize,1,0.5137008187586944,Yes
California,No,Basic,College,Employed,F,26448,Rural,Married,105,7,42,0,3,Personal Auto,Personal L3,Offer3,Agent,75.330276,Sports Car,Medsize,1,0.5105207367477073,Yes
Oregon,No,Extended,Bachelor,Employed,F,70146,Rural,Married,96,28,65,0,1,Personal Auto,Personal L1,Offer2,Branch,157.440069,Four-Door Car,Medsize,0,0.0,No
California,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,117,5,27,0,6,Personal Auto,Personal L2,Offer1,Call Center,842.4,Two-Door Car,Medsize,1,0.5120477668711364,Yes
Oregon,No,Basic,College,Disabled,F,12613,Suburban,Divorced,70,6,81,0,3,Personal Auto,Personal L3,Offer1,Call Center,336.0,Four-Door Car,Small,1,0.3732136313124035,Yes
Oregon,No,Extended,Bachelor,Unemployed,F,0,Suburban,Single,99,16,65,2,3,Personal Auto,Personal L1,Offer2,Branch,712.8,Four-Door Car,Small,1,0.5133626043677872,Yes
Arizona,No,Basic,Bachelor,Employed,F,69819,Rural,Married,66,24,20,0,1,Personal Auto,Personal L1,Offer4,Agent,21.00736,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Premium,Bachelor,Employed,M,20757,Rural,Single,102,6,74,3,9,Corporate Auto,Corporate L3,Offer1,Agent,216.4268,Four-Door Car,Medsize,1,0.5039544689286498,Yes
Arizona,No,Premium,High School or Below,Employed,M,43758,Suburban,Married,171,16,29,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,1129.929433,SUV,Medsize,1,0.5132062374091784,Yes
Nevada,No,Basic,Doctor,Unemployed,M,0,Suburban,Married,65,11,15,0,2,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,Small,1,0.5121833150257126,Yes
Oregon,No,Basic,Doctor,Employed,F,68665,Suburban,Married,69,33,67,0,7,Personal Auto,Personal L3,Offer3,Call Center,331.2,Two-Door Car,Small,1,0.5116339274729688,Yes
Arizona,No,Basic,Bachelor,Employed,F,28582,Suburban,Single,112,27,24,0,2,Personal Auto,Personal L2,Offer2,Agent,537.6,Sports Car,Small,1,0.5148023366218054,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small,1,0.5086581006991661,Yes
Arizona,No,Basic,College,Medical Leave,M,10074,Rural,Married,107,33,42,0,1,Corporate Auto,Corporate L1,Offer2,Web,108.995934,SUV,Medsize,0,0.0,No
California,Yes,Extended,College,Retired,F,13663,Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L3,Offer1,Branch,465.6,Four-Door Car,Small,1,0.5159914518856547,Yes
California,No,Basic,College,Employed,F,83758,Rural,Married,64,27,34,0,1,Corporate Auto,Corporate L1,Offer2,Agent,106.591949,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,M,98693,Suburban,Married,61,7,57,0,3,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Small,0,0.0,No
California,No,Basic,Bachelor,Employed,M,51972,Suburban,Married,66,19,22,0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,1,0.5150334983080849,Yes
California,No,Premium,Master,Employed,M,21586,Suburban,Married,167,31,44,1,1,Personal Auto,Personal L2,Offer4,Agent,801.6,Sports Car,Medsize,1,0.5082434171104616,Yes
Oregon,No,Extended,Bachelor,Employed,F,71176,Urban,Married,91,3,62,2,1,Personal Auto,Personal L2,Offer2,Web,278.072755,Two-Door Car,Medsize,0,0.0,No
California,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,107,9,96,2,1,Personal Auto,Personal L2,Offer1,Agent,770.4,Four-Door Car,Small,0,0.0,No
Arizona,No,Basic,College,Employed,F,26335,Urban,Married,113,32,7,1,2,Personal Auto,Personal L2,Offer1,Call Center,355.818306,SUV,Large,1,0.5158013138572142,Yes
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,16,81,0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Two-Door Car,Medsize,0,0.0,No
Arizona,Yes,Premium,High School or Below,Employed,F,81872,Rural,Married,115,10,55,0,2,Special Auto,Special L1,Offer2,Web,256.43803,Four-Door Car,Medsize,1,0.5152907828737349,Yes
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,71,2,94,1,1,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Small,0,0.0,No
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,11,81,3,1,Personal Auto,Personal L1,Offer1,Agent,386.977271,Two-Door Car,Small,0,0.0,No
California,No,Extended,Bachelor,Employed,F,20179,Suburban,Married,133,29,0,1,5,Corporate Auto,Corporate L3,Offer3,Agent,638.4,SUV,Medsize,1,0.514961780136262,Yes
Oregon,No,Basic,College,Employed,F,40903,Suburban,Married,61,12,5,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,409.88696,Four-Door Car,Small,0,0.0,No
Washington,No,Extended,College,Employed,M,63329,Suburban,Divorced,92,33,87,0,1,Personal Auto,Personal L3,Offer1,Web,441.6,Four-Door Car,Medsize,0,0.0,No
Washington,Yes,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Corporate Auto,Corporate L1,Offer2,Branch,528.0,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Medical Leave,M,10540,Suburban,Married,115,33,76,0,3,Corporate Auto,Corporate L1,Offer1,Agent,552.0,SUV,Medsize,1,0.5145656703245364,Yes
Oregon,No,Basic,High School or Below,Employed,M,25746,Suburban,Married,61,0,84,1,3,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,Master,Employed,F,84629,Urban,Married,90,19,17,0,5,Personal Auto,Personal L3,Offer2,Web,411.671832,Four-Door Car,Large,1,0.5135473677862884,Yes
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,119,12,57,0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize,1,0.5144094839757204,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,110,18,95,3,7,Personal Auto,Personal L3,Offer1,Agent,1011.772647,Sports Car,Medsize,1,0.5075847555448808,Yes
Arizona,No,Extended,College,Employed,F,74126,Suburban,Married,90,14,76,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,478.751065,Two-Door Car,Medsize,0,0.0,No
California,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,90,16,66,2,6,Personal Auto,Personal L1,Offer2,Agent,648.0,Four-Door Car,Medsize,1,0.5118849969328928,Yes
Oregon,No,Basic,High School or Below,Employed,M,92056,Rural,Married,62,21,1,0,1,Personal Auto,Personal L3,Offer2,Branch,89.398794,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,High School or Below,Retired,M,27972,Suburban,Married,61,7,38,0,1,Corporate Auto,Corporate L3,Offer3,Web,292.8,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Extended,High School or Below,Disabled,F,23393,Suburban,Married,95,26,37,0,1,Corporate Auto,Corporate L1,Offer2,Branch,456.0,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,High School or Below,Employed,M,57506,Suburban,Married,102,24,43,0,1,Personal Auto,Personal L1,Offer4,Agent,615.243841,Sports Car,Small,0,0.0,No
Arizona,No,Basic,College,Employed,F,94125,Urban,Married,109,33,21,0,2,Personal Auto,Personal L2,Offer2,Call Center,341.680131,SUV,Medsize,1,0.5153035183989673,Yes
Oregon,No,Premium,Master,Employed,F,39770,Suburban,Married,117,11,37,0,3,Personal Auto,Personal L3,Offer3,Agent,561.6,Two-Door Car,Medsize,1,0.5158867178208196,Yes
Nevada,No,Extended,Bachelor,Employed,M,43676,Suburban,Single,76,19,7,0,3,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,1,0.5152047820907959,Yes
Oregon,No,Basic,High School or Below,Disabled,F,23634,Suburban,Married,62,4,25,0,9,Personal Auto,Personal L3,Offer1,Branch,440.189611,Two-Door Car,Small,0,0.0,No
California,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Personal Auto,Personal L3,Offer1,Web,350.4,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,F,52735,Rural,Married,65,21,19,0,2,Personal Auto,Personal L3,Offer1,Call Center,123.512596,Four-Door Car,Medsize,1,0.5157304830739989,Yes
Oregon,Yes,Basic,Master,Disabled,F,22886,Suburban,Divorced,65,9,81,0,3,Personal Auto,Personal L2,Offer1,Agent,312.0,Four-Door Car,Small,1,0.4434347728503613,Yes
Oregon,No,Basic,College,Employed,M,29256,Suburban,Married,63,33,41,0,5,Personal Auto,Personal L1,Offer4,Branch,302.4,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Disabled,F,21829,Suburban,Divorced,111,6,59,0,3,Personal Auto,Personal L2,Offer2,Call Center,532.8,Sports Car,Medsize,1,0.5110318841962445,Yes
Arizona,No,Basic,College,Unemployed,F,0,Suburban,Single,64,14,96,0,1,Personal Auto,Personal L2,Offer2,Agent,460.8,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,College,Unemployed,F,0,Urban,Married,79,10,22,0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize,1,0.5110807999811672,Yes
Oregon,Yes,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L3,Offer2,Call Center,351.270869,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Premium,Bachelor,Employed,M,46384,Rural,Married,113,33,93,0,1,Corporate Auto,Corporate L1,Offer2,Web,251.77457400000003,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Employed,F,68144,Suburban,Married,70,29,98,4,2,Personal Auto,Personal L1,Offer1,Web,336.0,Four-Door Car,Large,1,0.5134895387609328,Yes
Oregon,Yes,Premium,College,Employed,M,88340,Suburban,Married,102,16,1,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,Two-Door Car,Medsize,1,0.5158713026033356,Yes
Washington,No,Basic,Master,Employed,M,23401,Suburban,Single,66,17,34,0,3,Personal Auto,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize,1,0.4650409129103093,Yes
Arizona,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,114,3,70,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,820.8,SUV,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Employed,M,39426,Urban,Married,114,33,12,0,1,Special Auto,Special L3,Offer3,Branch,412.884282,SUV,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,M,67899,Suburban,Married,66,5,31,1,6,Corporate Auto,Corporate L3,Offer3,Agent,316.8,Four-Door Car,Medsize,1,0.4823706909828525,Yes
Arizona,No,Basic,Doctor,Employed,F,87455,Urban,Divorced,71,10,46,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,329.238904,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,F,76638,Suburban,Single,73,2,55,1,1,Personal Auto,Personal L3,Offer3,Agent,435.189747,Four-Door Car,Small,0,0.0,No
California,Yes,Basic,Bachelor,Employed,M,86305,Rural,Married,62,1,99,0,5,Personal Auto,Personal L3,Offer2,Call Center,80.73124,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Disabled,M,15383,Suburban,Married,61,10,36,0,4,Corporate Auto,Corporate L3,Offer4,Web,292.8,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,Master,Employed,M,73019,Suburban,Divorced,112,21,40,0,1,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Large,0,0.0,No
Oregon,Yes,Basic,Bachelor,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L1,Offer1,Branch,828.0,SUV,Medsize,1,0.5160201256724665,Yes
Arizona,No,Basic,High School or Below,Employed,F,68987,Urban,Married,71,11,40,0,6,Personal Auto,Personal L1,Offer1,Branch,204.475147,Four-Door Car,Medsize,1,0.5093367527632292,Yes
Washington,No,Extended,High School or Below,Employed,F,55645,Suburban,Divorced,129,23,33,0,1,Personal Auto,Personal L1,Offer1,Call Center,619.2,SUV,Medsize,1,0.27926248158496914,Yes
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,66,23,1,0,1,Personal Auto,Personal L3,Offer2,Web,596.4944389999997,Four-Door Car,Medsize,0,0.0,No
California,No,Premium,High School or Below,Employed,F,75531,Suburban,Single,102,2,13,0,4,Personal Auto,Personal L3,Offer1,Web,489.6,Four-Door Car,Medsize,1,0.5144112727334464,Yes
California,No,Extended,College,Employed,F,44019,Rural,Married,138,20,60,0,1,Personal Auto,Personal L3,Offer3,Agent,165.478147,SUV,Medsize,1,0.5048246440517078,Yes
Washington,No,Basic,High School or Below,Employed,M,78337,Rural,Divorced,62,2,88,2,2,Corporate Auto,Corporate L3,Offer1,Branch,36.285512,Two-Door Car,Medsize,1,0.5094575065935965,Yes
California,No,Basic,College,Employed,F,60252,Urban,Married,65,10,8,0,1,Personal Auto,Personal L2,Offer4,Agent,182.436205,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,F,50632,Rural,Married,62,26,42,0,1,Corporate Auto,Corporate L2,Offer3,Agent,54.961039,Two-Door Car,Medsize,0,0.0,No
Oregon,Yes,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,1,0.5158713026033356,Yes
California,No,Basic,Bachelor,Employed,M,68074,Rural,Married,65,12,62,0,1,Personal Auto,Personal L1,Offer4,Branch,27.987867,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,Bachelor,Employed,F,62018,Rural,Married,73,2,59,0,1,Corporate Auto,Corporate L1,Offer4,Web,90.094835,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,M,30686,Rural,Single,61,22,45,0,3,Corporate Auto,Corporate L3,Offer2,Web,19.938981,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Employed,F,38772,Urban,Married,90,8,87,0,2,Personal Auto,Personal L1,Offer1,Branch,321.8734740000001,Four-Door Car,Medsize,1,0.5158704201936679,Yes
Oregon,No,Premium,College,Employed,F,94757,Rural,Married,112,0,25,0,1,Personal Auto,Personal L3,Offer3,Agent,5.4532690000000015,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,M,40901,Rural,Married,74,2,36,0,1,Corporate Auto,Corporate L2,Offer4,Branch,13.628274,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,Master,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,1,0.515308269617468,Yes
Oregon,Yes,Basic,College,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,Medsize,1,0.5157358680965924,Yes
Oregon,No,Basic,Doctor,Employed,F,92629,Rural,Single,72,22,1,3,1,Personal Auto,Personal L2,Offer2,Call Center,60.845685,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Unemployed,M,0,Suburban,Married,68,10,48,1,3,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize,0,0.0,No
Washington,No,Premium,College,Unemployed,F,0,Suburban,Married,158,3,10,0,2,Special Auto,Special L3,Offer3,Agent,758.4,SUV,Small,1,0.5175319310975168,Yes
