loan_amnt,int_rate,annual_inc,dti,fico_range_low,total_acc,acc_open_past_24mths,probability_fully_paid
11000,13.66,32000,7.16,685,11,2,0.869323948241506
7000,15.59,48000,18.15,660,13,1,0.847205468707431
8600,15.99,50000,15.05,660,32,8,0.810379799672088
20000,7.49,53000,27.82,735,43,8,0.888726288024808
5000,11.99,62000,16.14,710,25,3,0.869723719776669
28750,7.49,110000,13.52,695,17,0,0.892346480154606
6000,14.31,110000,20.86,685,29,6,0.86575764479547
10500,6.03,93660,2.66,820,25,3,0.896911491244377
12000,6.49,130000,18.21,725,38,2,0.896911491244377
14000,8.19,45000,19.51,705,32,1,0.882503971220212
8000,13.66,110000,16.54,670,30,10,0.865075133145736
10000,6.49,110000,15.76,730,50,7,0.892057508573066
14225,9.49,90000,19.11,725,17,2,0.896911491244377
6000,12.39,31262,28.21,715,18,3,0.886705729891131
35000,16.49,94000,20.66,685,22,2,0.824007329068008
6300,14.99,59000,12.96,675,48,10,0.863844881040338
9600,14.31,70000,12.58,670,25,5,0.85663120973509
25000,6.49,175000,4.42,710,33,4,0.893959362308852
20000,7.49,80000,26.42,725,37,5,0.890024422329711
10000,6.49,52000,9.3,710,22,2,0.889482433851832
21825,12.39,52000,26.54,735,26,4,0.874991181650952
33575,11.44,67300,26.82,700,19,3,0.877422491045299
2400,10.49,50000,18.03,715,26,3,0.895490590069261
16375,6.03,62000,9.5,690,21,2,0.892346480154606
14400,13.66,40000,22.41,710,28,11,0.873857144272058
11300,6.03,65000,21.78,735,35,4,0.896911491244377
35000,8.19,170000,12.98,725,39,1,0.896911491244377
13700,8.19,32000,17.97,815,23,2,0.895685122802029
35000,12.99,135000,19.92,715,28,5,0.886291069118653
19800,11.44,198000,18.06,675,37,5,0.892588783079379
24000,10.49,100000,18.06,660,32,1,0.886023193412289
12000,6.49,120000,15.26,710,23,4,0.893918146366147
15000,9.49,90000,10.91,660,12,0,0.890720793118927
5000,6.99,82000,15.66,705,22,4,0.892624394732787
24450,16.49,72012,13.56,660,25,1,0.829459271105378
2400,14.31,65000,6.8,660,30,1,0.89722267292814
5600,18.54,45500,18.6,670,17,4,0.886065475227132
12000,13.66,59000,17.03,665,39,3,0.853990424095225
7000,14.31,33120,38.62,670,14,2,0.861779568229123
6000,10.49,62000,11.9,675,35,2,0.885956740840592
10000,12.39,77000,17.77,670,25,6,0.864433115177482
18000,9.49,53000,15.9,700,32,3,0.892588783079379
24250,11.99,81000,28.83,690,35,4,0.879609327306751
5000,15.99,42000,37.51,665,14,8,0.878513804528035
15200,7.49,48000,21.2,710,17,1,0.891869212018495
12000,6.03,110000,11.12,690,34,4,0.894054299231657
7500,11.44,37000,23.58,720,51,2,0.888726288024808
6000,15.59,62000,23.77,660,21,4,0.840263425315452
8000,9.49,72000,20.9,685,29,6,0.889941688364737
8000,8.67,75000,5.22,695,24,5,0.890476945609392
6000,6.49,50000,4.51,720,13,2,0.894588806279814
5000,11.99,28000,26.49,670,21,7,0.806814757999503
5000,6.99,125000,11.86,670,34,6,0.884875225368461
3000,14.31,58673,31.93,690,18,5,0.86237931292694
2500,6.49,58000,9.46,765,14,4,0.894588806279814
12325,14.99,60000,26.63,685,31,4,0.866934380090927
20000,6.49,106000,13.19,670,15,2,0.88666647389847
14500,6.99,75734,26.73,730,36,1,0.890024422329711
12000,6.03,58000,17.96,710,29,1,0.892346480154606
6000,13.66,65000,23.34,670,15,1,0.833000065980685
8000,12.99,90000,31.72,710,63,10,0.87307719354863
6400,13.66,138400,15.22,665,25,5,0.855477683839128
13600,7.49,55000,17.43,675,37,4,0.894054299231657
9600,7.49,36270,18,670,32,2,0.879126648161668
10000,12.99,60000,31.14,685,47,7,0.865964281708488
5000,6.49,90000,10.07,745,25,4,0.895826564431621
2000,15.59,48000,16.05,665,23,7,0.875573866406849
5500,14.31,67500,31.95,660,37,3,0.864780484934103
17350,6.99,64000,20.05,750,44,5,0.896911491244377
20000,6.49,90000,20.31,770,19,3,0.896911491244377
2400,11.44,75000,33.92,715,24,1,0.890024422329711
13000,11.44,74000,28.88,670,21,6,0.876203215088152
16000,6.49,180000,7.52,670,64,9,0.888681024414145
7350,14.31,55000,21.93,675,21,7,0.864181339589113
8000,8.19,65000,20.94,730,23,2,0.895826564431621
5000,8.67,62000,22.69,680,22,4,0.878702377179355
12000,7.49,75000,16.1,700,14,2,0.892346480154606
14700,12.99,41038,19.68,690,13,3,0.867884407517863
15000,7.49,70000,15.16,660,27,4,0.892313329064689
1800,8.19,45264,16.86,700,10,1,0.891035897262152
7000,12.99,103000,13.4,690,33,6,0.867831735652725
35000,9.49,90000,7.92,710,36,2,0.892588783079379
19000,14.99,56200,23.15,685,18,3,0.853284125719851
1500,15.99,101000,15.18,660,35,9,0.883607210116841
7500,8.19,50000,29.45,705,35,1,0.871313348291803
8300,10.49,95000,9.02,675,22,8,0.880060651652493
11500,12.99,42000,14.4,700,19,5,0.881517323076749
8000,6.03,42304,22.92,700,26,1,0.876732466792322
35000,9.49,265000,23.94,695,35,8,0.875746300619526
7000,10.49,51300,21.45,660,36,7,0.882002767200109
12000,11.44,44000,10.2,695,12,4,0.894085089454079
28000,6.99,212000,13.32,710,64,3,0.892588783079379
2275,20.99,23500,27.83,660,6,4,0.869777151780499
14825,17.14,57000,21.8,660,41,11,0.799116937499982
3250,16.49,8000,35.14,770,5,1,0.854063633885247
25000,9.49,200000,18.35,665,34,3,0.887685505019241
8400,14.31,90000,11.81,665,38,15,0.831525365621822
8000,13.66,53000,1.91,765,11,3,0.887656791843937
13000,10.49,55000,18.41,685,35,4,0.894054299231657
15050,14.31,36000,16.33,660,14,3,0.863473202030208
3600,11.99,73000,12.33,695,28,4,0.881014573139369
17000,12.39,45000,16.77,695,17,8,0.877560497225455
4000,14.31,35000,13.44,665,28,3,0.85181058694187
4200,12.99,18000,20.93,670,14,0,0.843557514148072
18000,6.99,115000,18.36,780,25,3,0.896911491244377
2000,19.99,25000,20.16,710,11,4,0.869096607739736
8000,12.99,51000,12.59,735,10,3,0.885882311850403
13000,11.44,68000,7.18,685,17,1,0.892346480154606
7000,10.49,41727,8.25,690,13,0,0.891035897262152
16000,7.49,85000,15.58,690,16,1,0.892346480154606
11000,10.49,68000,20.26,710,21,2,0.892346480154606
24000,6.03,111500,23.15,705,36,0,0.877005069274652
16000,9.49,90000,25.92,730,29,4,0.890024422329711
9925,18.54,42500,28.55,675,11,3,0.834765925838043
30000,10.49,89063,11.18,720,53,1,0.896911491244377
20000,8.19,200000,8.2,690,13,4,0.893918146366147
15000,6.99,45300,13.56,695,28,3,0.891869212018495
8000,6.49,89000,17.98,720,38,4,0.895826564431621
5000,8.19,21660,6.87,695,10,2,0.868741430772094
6400,11.44,145000,8.5,695,30,3,0.885956740840592
14975,13.66,30000,8.6,710,17,1,0.848101187797588
5000,16.49,21800,34.64,660,17,7,0.826579128717238
10000,15.59,63000,26.97,700,17,8,0.784856321809673
15150,14.99,34460,33.69,715,22,2,0.875928778011922
12000,16.49,50000,34.06,690,35,4,0.874196187473349
30000,8.19,85000,5.96,725,29,3,0.896911491244377
9000,12.99,56000,20.98,675,32,5,0.859834754436141
5100,7.49,50000,23.8,720,32,5,0.888726288024808
18000,9.49,125000,20.81,675,31,4,0.893959362308852
8500,13.66,28000,21.9,730,28,3,0.829601896360041
12000,10.49,50000,2.59,680,20,4,0.894085089454079
5600,12.99,35000,18.31,725,7,2,0.885208802016451
8000,9.49,27000,9.22,720,22,3,0.895490590069261
6000,15.99,67000,22.66,690,12,2,0.890441250505424
9000,14.31,60000,12.7,705,54,3,0.831803060767502
10000,7.49,43000,15.02,675,9,5,0.890778255442859
13575,12.99,102000,9.07,710,36,11,0.881007029750596
11000,8.19,45000,21.63,685,17,7,0.892515599208244
5250,16.49,340000,5.49,675,10,4,0.890685958432974
28000,8.19,240000,18.2,700,56,7,0.892588783079379
15000,8.67,60000,25.62,690,19,6,0.877422491045299
19000,6.49,110000,5.3,750,21,6,0.896911491244377
8000,9.49,205000,2.38,685,22,1,0.889482433851832
3400,15.59,50000,30.39,670,29,5,0.82249888816309
26850,12.39,76000,28.56,705,36,3,0.886577513279357
5600,14.99,45000,7.07,680,7,5,0.869349929621278
6000,8.67,40000,20.43,675,14,0,0.891035897262152
5000,13.66,100000,8.3,680,16,1,0.862387544752598
2000,13.66,105000,30.43,670,29,4,0.892806295952354
18000,10.49,70000,22.1,715,38,5,0.890024422329711
25000,11.44,78762,29.3,660,57,16,0.878542429094534
15000,8.19,69423,28.26,760,43,9,0.890024422329711
8975,15.99,41600,7.62,720,6,4,0.828760913155926
14825,15.99,30918,26.01,700,11,0,0.850991729507928
5000,12.99,50000,3.58,750,13,2,0.886500436844966
15000,6.49,141000,12.15,765,35,3,0.896911491244377
20925,17.14,124000,12.37,700,15,5,0.862738549061865
18000,7.49,65000,21.73,675,36,4,0.893959362308852
12000,7.49,60000,12.1,705,17,4,0.893918146366147
5500,9.49,57000,23.54,680,14,5,0.877625357202405
12000,8.19,80000,14.16,725,16,5,0.896911491244377
16900,19.99,120000,17.88,665,29,8,0.809658581802073
25000,6.99,120000,16.14,695,23,4,0.893918146366147
20400,17.86,60000,17.96,695,15,3,0.870572788711005
18000,6.99,95000,5.72,705,14,1,0.892346480154606
28000,6.49,150000,9.3,725,31,3,0.896911491244377
2500,14.31,51000,16.85,715,9,2,0.839806322847965
30775,9.49,70000,27.03,680,42,9,0.877005069274652
2725,12.99,55500,6.68,670,13,0,0.890426188752049
8000,14.99,65000,19.15,705,9,3,0.86489620355885
12000,6.49,90000,29.12,745,93,12,0.890024422329711
4950,21.99,16656,6.34,660,13,4,0.879326161449782
15000,9.49,39360,26.86,725,23,8,0.888726288024808
12000,6.49,103000,21.26,690,32,3,0.887525728475412
4800,12.39,23900,24.39,675,18,2,0.765707404174494
28000,13.66,105000,24.53,710,23,1,0.879833605282456
12000,11.44,85000,28.54,720,23,0,0.890024422329711
20600,9.49,116901,29.89,705,30,5,0.877005069274652
25000,7.49,131300,22.35,795,57,6,0.890024422329711
10000,14.99,55000,7.42,660,6,3,0.86950508371686
2400,12.99,70000,5.57,685,26,2,0.894543241324992
10000,14.99,125000,27.18,660,32,0,0.853556700234554
20000,6.49,130000,8.35,700,40,4,0.893959362308852
17000,10.49,39250,18.59,720,14,5,0.895685122802029
14050,10.49,57829,30.73,700,26,2,0.876732466792322
35000,18.54,105000,11.89,660,23,1,0.81095761911548
23000,7.49,80000,16.86,735,24,0,0.896911491244377
25000,6.99,85000,17.51,790,26,6,0.896911491244377
2875,23.99,7000,38.25,660,15,8,0.872573653079934
29500,6.49,150000,4.77,755,18,5,0.896911491244377
5000,8.67,119888,27.49,705,39,5,0.870940585553283
10000,18.54,20000,26.82,675,28,5,0.807995211079266
8000,8.19,42000,30,730,30,6,0.888726288024808
6500,9.49,140000,13.37,670,22,1,0.891084906570444
8400,12.39,60000,4.98,685,15,6,0.881384947764777
7200,6.03,130000,11.8,675,49,6,0.886550836025866
6000,11.99,84000,21.74,680,23,5,0.867342465140221
11050,15.99,37440,26.19,695,18,4,0.86697351551686
8000,15.59,62000,22.98,675,33,8,0.81822638896027
7500,8.19,74500,29.95,680,30,6,0.871313348291803
15000,13.66,50000,23,660,14,6,0.822469225449006
15000,15.99,45000,39.57,675,52,12,0.800376377679616
5375,17.86,30000,23.48,670,7,5,0.880459437992738
12000,11.44,140000,23.52,665,19,3,0.872101148787371
15000,8.67,105000,35.24,705,63,6,0.880141911328422
8350,17.14,66000,14.03,670,30,10,0.826416234023723
32350,10.49,66000,26.62,750,31,4,0.890024422329711
20000,9.49,120000,15.16,705,35,7,0.892588783079379
5000,12.99,50000,16.23,705,12,2,0.882456644519815
7575,7.49,32000,22.84,730,12,2,0.888726288024808
12500,6.49,120000,19.88,795,58,11,0.896911491244377
5000,11.99,20000,12.48,660,7,0,0.851291080208082
10800,11.44,39000,22.89,670,27,3,0.875347550314089
12250,10.49,75000,15.57,660,19,4,0.892746057814909
3000,15.99,45000,26,670,22,4,0.86300382728257
22000,16.49,50000,34.54,675,33,3,0.791218930919122
15000,11.44,74724,7.26,680,37,4,0.894054299231657
10800,11.99,53000,17.64,670,31,5,0.865393785835641
4200,16.49,25000,5.95,665,39,5,0.865818193471021
24000,6.99,82000,17.77,700,18,2,0.892346480154606
7625,9.49,40000,22.65,695,29,4,0.878501049273108
15000,6.03,75000,21.13,780,70,8,0.896911491244377
15600,12.39,60000,26.46,695,35,8,0.883574405360208
13000,16.49,90000,22.85,685,19,7,0.865427070203582
3600,16.49,68000,5.28,665,11,6,0.88096176122101
12000,9.49,110000,14.45,675,68,0,0.894463091840552
12000,6.49,120000,6.9,680,13,3,0.892346480154606
5000,17.86,60000,8.1,675,27,3,0.837864622828915
7000,9.49,85000,14.99,710,25,4,0.892624394732787
6000,7.49,78000,13.56,710,21,3,0.891035897262152
10000,8.67,70000,4.92,705,29,6,0.889482433851832
3925,12.99,45000,12.75,670,17,0,0.869888806324458
14000,8.19,68000,33.66,790,36,1,0.890024422329711
11000,6.49,50000,14.23,770,22,1,0.897295214972881
15000,14.31,71000,23.63,660,36,13,0.81245599272774
1750,10.49,58000,34.52,710,27,2,0.876936314770545
5000,6.99,36335,6.94,750,14,3,0.895490590069261
3500,11.99,30000,10.56,670,8,4,0.88215311142045
10000,6.03,70000,20.56,750,32,3,0.895826564431621
21000,9.49,150000,17.8,685,33,3,0.892588783079379
35000,18.54,85000,12.69,675,22,2,0.828398295710113
4000,12.99,55000,13.38,695,15,4,0.881889354519476
20000,9.49,50000,14.28,700,22,4,0.893447014005196
3000,12.99,169000,8.33,690,29,7,0.865248344921545
35000,8.19,134000,15.7,710,31,8,0.892432065422617
6500,15.99,43000,38.12,660,22,8,0.81630481490537
15000,13.66,41000,16.28,725,28,1,0.887771139566252
30000,8.67,115000,21.64,680,21,1,0.892346480154606
6700,14.99,20000,22.62,700,10,0,0.858243926640469
15000,10.49,61915,35.2,765,58,6,0.890024422329711
5000,12.99,45500,34.13,660,36,6,0.865284366305837
4000,11.99,74880,15.67,730,9,2,0.882564205333307
5000,14.31,20000,13.6,675,23,3,0.856387932695701
7200,11.99,30000,19.52,710,22,17,0.805045686130579
12000,7.49,120000,8.51,670,11,1,0.890191915257817
3500,13.66,67000,10.46,665,10,2,0.871010511055069
3600,11.99,70000,15.07,660,45,7,0.846290977839861
6000,14.99,80000,18.5,675,39,4,0.869179450123798
8850,13.66,56000,26.83,695,29,4,0.872037576590029
1200,19.24,38000,20.15,670,25,14,0.837762042562972
25000,8.19,200000,23.18,675,37,5,0.877005069274652
9600,8.19,35287.2,7.98,665,5,2,0.887902667300926
30000,6.99,175000,21.32,745,39,5,0.896911491244377
15000,11.44,72800,29.54,665,37,9,0.870764259203039
18000,6.03,97500,15.69,710,31,4,0.893959362308852
2750,7.49,72000,13.2,680,17,1,0.891035897262152
7800,17.86,46000,39.89,685,29,6,0.826059644187721
5000,16.49,27000,21.82,685,32,3,0.805600115304612
12000,6.99,52000,24.49,660,32,0,0.870764259203039
1750,8.67,15000,38.16,685,22,3,0.872906325405132
10000,7.49,49000,17.07,680,11,3,0.88923817579163
12000,7.49,38880,18.21,715,23,1,0.897295214972881
10150,15.59,85000,10.12,660,16,3,0.839116860086468
9600,10.49,86500,13.9,680,20,5,0.890476945609392
10000,12.99,127920,25.41,670,24,3,0.848960442376604
12000,7.49,45000,29.26,725,41,5,0.888726288024808
24000,13.66,170000,18.99,705,30,3,0.884675056387052
12000,11.44,97000,9.03,670,43,7,0.88479462366089
6000,6.49,70000,17.59,770,45,4,0.895826564431621
28000,6.99,150000,3.09,835,26,2,0.896911491244377
28000,6.49,262000,14.13,690,34,6,0.892588783079379
2700,10.49,26000,12.6,690,8,2,0.861061392297158
15000,6.49,70000,5.27,785,27,3,0.896911491244377
8000,6.99,60000,13.72,725,33,9,0.895826564431621
7500,14.99,32000,36.83,730,26,7,0.881316793749768
12000,7.49,40000,30.51,660,40,2,0.867363485376013
11200,6.03,62000,19.13,805,21,2,0.896911491244377
3000,15.59,15000,12.32,665,11,5,0.856386903818204
10000,11.99,75000,21.5,670,24,3,0.84907707009581
11000,9.49,57000,15.2,710,11,2,0.892346480154606
15000,6.99,94000,14.07,700,48,3,0.887908577498904
15000,8.67,63500,18.35,660,30,5,0.885836556353473
10000,10.49,43000,5.83,670,31,1,0.883005787292651
16000,6.03,127000,11.24,735,39,6,0.896911491244377
5000,10.49,48600,13.23,665,19,1,0.890994495480013
16000,6.49,160000,13.91,770,55,4,0.896911491244377
6000,10.49,69220,17.98,670,53,11,0.892826077276428
35000,10.49,121200,29.76,695,51,12,0.878047939091168
28000,6.99,170000,11.38,715,33,5,0.896911491244377
25000,6.99,125000,14.66,755,33,5,0.896911491244377
3400,6.49,48000,23.65,805,18,4,0.888726288024808
6900,15.99,28000,33.13,675,26,14,0.815890623842945
9750,8.67,80000,27.75,665,31,2,0.870764259203039
7000,12.99,35000,16.26,690,15,11,0.866569749079168
13225,18.54,28847,24.97,690,11,1,0.852210795815009
5000,9.49,75000,15.33,660,22,7,0.890907231571625
8000,14.99,70250,36.92,675,28,5,0.855094502026439
12000,7.49,45000,13.25,720,21,4,0.895685122802029
20000,9.49,140000,13.54,660,29,4,0.890185023484879
13150,14.99,59000,24.72,665,22,7,0.858707094338918
2800,11.99,62000,8.32,665,18,3,0.871197067450816
15000,8.19,78000,14.62,700,27,1,0.892346480154606
10000,9.49,23004,34.74,710,19,5,0.877157604385243
15000,11.99,103000,15.78,675,41,6,0.867123854724023
3000,19.99,37000,39.86,680,20,2,0.880186556645005
26925,16.49,75000,38.99,700,69,15,0.795732846248043
6775,6.03,65000,11.52,695,30,1,0.886550836025866
10000,8.19,125000,10.49,705,18,3,0.889482433851832
16000,7.49,132000,22.84,720,39,4,0.890024422329711
15000,11.44,50000,37.04,660,37,7,0.870764259203039
10000,9.49,58000,21.9,700,30,2,0.885203242392069
12000,11.99,67000,24.63,670,22,7,0.841844682120837
12000,14.31,70000,11.16,675,8,5,0.846823658171016
28000,6.49,113500,17.25,710,15,3,0.892346480154606
16000,10.49,58200,14.14,700,13,7,0.892346480154606
20000,6.99,60000,15.04,710,30,3,0.892588783079379
6000,8.19,44000,3.19,770,5,1,0.896213859252497
7200,15.59,70720,23.45,670,15,2,0.81544439293081
25000,8.19,84000,8.9,775,15,0,0.896911491244377
12000,11.44,60000,28.44,690,21,4,0.878501049273108
1200,15.59,60000,26.16,680,14,3,0.886232404994831
28000,14.31,83000,19.61,725,24,4,0.863349869828567
5000,10.49,35000,20.85,745,16,1,0.896213859252497
5575,13.66,16500,11.64,725,7,3,0.858358366683872
12000,11.44,34000,16.08,670,33,1,0.879992378794701
12000,11.44,172000,17.58,700,34,3,0.887525728475412
12500,6.99,37000,21.25,700,12,4,0.894085089454079
5000,12.99,35000,25.51,745,30,2,0.884655816731478
20000,12.39,103000,30.79,680,52,7,0.871195953957096
8000,10.49,65000,17.56,775,23,4,0.895826564431621
3000,12.99,25300,24.1,675,8,3,0.881592495378433
5000,8.67,55000,17.56,700,8,4,0.893025752808809
31825,11.44,300000,12.98,710,50,4,0.893959362308852
3600,17.86,104000,18.29,660,37,8,0.878152887152944
6000,8.67,96880,5.18,665,20,4,0.893144570017344
20000,8.19,85000,17.7,735,28,2,0.896911491244377
28000,8.19,125000,13.92,705,25,6,0.892346480154606
24000,6.99,104500,13.79,690,21,2,0.892346480154606
15000,13.66,58000,21.13,665,20,3,0.843167918895929
5000,15.59,20124,33.04,665,14,3,0.853600417556771
7000,6.03,95000,6.8,830,20,1,0.895826564431621
9600,6.99,52000,6.46,710,15,3,0.888776352532891
28000,6.49,150000,14.23,775,36,7,0.896911491244377
7200,14.31,50000,21,670,28,4,0.845130374422706
6000,8.19,65000,2.33,680,36,6,0.886550836025866
20000,12.99,65000,28.93,660,12,6,0.868246599628595
3500,6.49,42000,16.57,755,23,3,0.895490590069261
1000,15.59,43000,22.08,670,23,6,0.844493523610459
8600,19.24,49192,27.67,660,42,14,0.819701363243983
19000,8.19,56000,27.26,720,37,9,0.888726288024808
25000,6.03,83450,8.56,760,19,0,0.896911491244377
7500,14.99,32000,18.68,670,16,2,0.862202409061245
3000,11.44,36000,29.93,705,17,2,0.877625357202405
8400,11.99,84500,15.84,725,19,3,0.887293578601276
7550,8.19,45175,8.93,730,46,8,0.894588806279814
2200,12.99,85000,23.13,665,23,3,0.883078525670707
2000,13.66,28000,32.88,735,9,0,0.882319880865336
2500,11.44,70000,27.38,775,17,6,0.890024422329711
2100,11.44,45000,7.79,680,31,6,0.882901987891691
6000,11.99,49000,4.22,660,16,2,0.890328389290001
4400,14.99,38000,27.2,670,33,9,0.864485628737978
14075,11.99,80000,29.18,730,31,3,0.889972824946854
25200,6.99,150000,21.68,760,28,4,0.896911491244377
9600,15.99,106000,18.7,665,34,19,0.785521796741166
35000,8.19,80000,14.97,745,25,3,0.896911491244377
4500,9.49,52000,16.11,670,18,4,0.892477578208803
16700,14.31,38000,36.53,710,25,0,0.870383776826556
22000,12.99,117000,23.7,695,48,8,0.87835388463749
6925,17.86,14000,38.34,670,13,2,0.888424462744638
12000,13.66,60000,11.02,670,23,3,0.869162421041739
6000,8.19,38000,26.15,760,39,11,0.888726288024808
15000,7.49,57000,18.53,710,16,1,0.892346480154606
15000,11.44,94000,16.32,685,35,8,0.887808021563837
15000,9.49,130000,13.33,710,28,0,0.892346480154606
24625,15.59,65000,20,690,31,8,0.791867264892089
15000,6.49,52000,26.54,730,29,1,0.890430649903627
22200,7.49,65726,24.45,740,31,3,0.890024422329711
14000,12.39,60000,31.83,660,28,4,0.861576106883228
8000,14.31,40000,14.91,665,18,5,0.861899357875806
25000,6.49,59482,2.24,810,9,1,0.896911491244377
7200,13.66,46000,17.38,680,13,8,0.864551388550837
22675,21.99,105000,25.24,675,40,8,0.778858480234359
12175,14.31,36000,27.82,700,35,7,0.87446942681344
13500,8.19,127000,11.76,675,43,7,0.887908577498904
16000,6.03,42000,13.83,700,22,2,0.891869212018495
16000,8.19,131000,14,690,33,9,0.892588783079379
5600,11.99,45000,10.16,675,39,5,0.871891426212967
6000,10.49,65000,15.62,665,19,10,0.890994495480013
9000,7.49,73957,19.69,700,29,3,0.889941688364737
1100,12.39,89000,20.2,670,26,9,0.894935856405674
12000,11.99,50000,16.61,715,20,0,0.878994739721933
6400,19.99,40000,34.05,675,26,3,0.827263784787969
16000,6.99,72000,12.27,695,25,3,0.892346480154606
7200,11.99,96000,15.18,700,21,5,0.881659174084211
7000,13.66,55000,12.79,670,24,5,0.861870715985757
25000,6.99,284000,17.45,725,46,8,0.896911491244377
21000,6.03,55000,11.7,740,16,0,0.895685122802029
18000,9.49,60000,8.12,710,33,5,0.892588783079379
1200,12.99,29000,13.37,690,19,2,0.879719096822526
7000,11.99,27840,27.5,675,43,3,0.827062526815691
2400,9.49,25200,15.19,695,8,2,0.861061392297158
2400,14.99,34179,7.3,690,4,2,0.896450918524472
5000,6.99,61000,12.32,675,34,3,0.886550836025866
4225,8.67,18720,14.04,720,30,3,0.895490590069261
16000,8.67,60000,8.12,725,13,1,0.896911491244377
6500,7.49,72000,6.52,765,16,5,0.895826564431621
7500,20.99,25000,20.74,710,15,1,0.849976279258862
14000,6.99,89000,17.39,685,12,1,0.892346480154606
5250,14.31,54000,11.67,670,17,5,0.830295487057988
14000,8.19,47000,25.87,670,38,7,0.870764259203039
21600,6.99,50000,27.2,740,24,2,0.888726288024808
15000,6.49,90000,11.63,685,23,5,0.892346480154606
8000,6.99,65000,8.14,765,21,2,0.895826564431621
4800,14.31,78000,16.02,660,53,5,0.840188017499944
7200,10.49,50000,24.94,680,27,4,0.878702377179355
14000,13.66,40000,19.38,705,14,6,0.881520263217487
3000,17.14,20000,29.17,660,15,7,0.868203757822267
6000,10.49,48000,7.51,680,20,13,0.891035897262152
3500,16.49,37000,31.29,680,16,7,0.881045168218356
3800,12.39,18000,32.99,685,9,0,0.840569811789422
10000,9.49,70000,22.05,660,33,7,0.880614973237377
1125,17.14,23000,26.98,715,12,1,0.870199748333065
15000,8.19,70000,17.54,670,35,5,0.885811122214816
24350,19.24,62754,15.45,660,29,8,0.831069050861197
11200,6.49,37960,21.22,685,13,3,0.892515599208244
13475,17.14,45000,14,660,14,3,0.856669712072437
10000,12.99,65000,7.27,685,20,3,0.864104371151357
17400,11.99,58464,24.16,700,29,5,0.870601122044291
9450,7.49,75344,5.24,725,13,1,0.895826564431621
9000,18.54,92560,11.64,710,18,5,0.850838785630425
11500,11.99,100000,21.29,690,23,7,0.863743676675242
5000,14.99,41600,6.2,665,39,1,0.889180004379851
12000,14.99,73769,11.13,670,12,3,0.853282322275502
3850,11.99,25000,4.19,660,27,6,0.881166719950878
2500,11.99,52000,10.89,670,20,2,0.872316465110119
12550,12.99,37000,19.87,665,26,3,0.853765432153867
6000,8.67,120000,6.61,690,34,7,0.881570687893326
1650,10.49,50000,12.19,690,16,0,0.891035897262152
12000,8.19,52000,10.22,710,12,3,0.892515599208244
8000,11.44,16000,22.21,750,19,1,0.890430649903627
15000,12.39,40000,21.87,675,11,2,0.866984622499425
8400,11.99,69744,24.45,670,37,5,0.841075103434305
32400,13.66,103000,33.41,725,33,6,0.889229868243373
6500,17.86,34000,18.64,670,29,4,0.8644826749007
6500,9.49,76000,18.73,690,29,5,0.891035897262152
28000,7.49,184000,8.85,730,35,5,0.896911491244377
10400,7.49,42000,25.89,700,38,5,0.867924831883358
6000,12.39,29000,24.79,670,13,0,0.796407761305097
15000,6.49,115000,21.8,735,41,6,0.896911491244377
4000,13.66,120000,15.06,685,31,8,0.869541258159112
11200,8.19,81000,20.85,700,21,7,0.892346480154606
5000,14.31,24960,34.66,715,35,4,0.817266638551938
14800,11.44,94599,12.27,690,16,1,0.892346480154606
15000,12.39,64000,30.85,680,37,2,0.866976264462293
35000,13.66,140000,15.84,695,21,6,0.884394529849904
5000,12.39,23111,11.32,690,16,2,0.797215034541811
16125,15.59,45000,21.15,685,17,1,0.867503115970677
14000,12.39,62000,20.89,660,28,8,0.825878498218014
6500,14.31,46000,17.27,695,11,3,0.875691390319234
21000,11.44,114000,30.68,660,38,5,0.877503197960047
4000,8.67,82000,18.56,745,32,3,0.895826564431621
28000,7.49,250000,7.28,690,11,2,0.892346480154606
5000,8.67,138000,21.42,710,23,2,0.891035897262152
16000,6.99,121000,22.93,670,22,2,0.872101148787371
9000,11.99,42313.8,21.44,660,20,2,0.857700466081785
8000,6.99,75000,15.9,710,22,5,0.890476945609392
11275,7.49,56035,7.37,660,20,1,0.891159140744567
3500,6.99,38000,16.19,715,25,7,0.890780427547615
15000,9.49,60000,36.38,705,26,3,0.876732466792322
5000,6.03,60000,13.88,780,24,2,0.895826564431621
24000,12.99,88000,30.48,675,50,7,0.871195953957096
10000,11.44,57500,22.98,705,29,3,0.876732466792322
20000,6.03,105000,13.44,755,20,4,0.896911491244377
8000,11.99,54000,16.29,700,8,1,0.870941497426084
3000,20.99,17500,20.1,675,31,3,0.796908954194828
10000,11.99,40000,10.17,665,32,5,0.869164952557637
10000,8.19,42741,22.94,695,17,2,0.877422491045299
8000,6.49,70000,20.68,675,41,3,0.885027124277718
14000,14.99,75000,12.26,665,38,8,0.85316141833473
10000,12.39,34000,4.84,670,4,1,0.887644252191247
2000,13.66,44848,33.85,680,9,4,0.896138727319148
4000,17.86,50000,26.71,665,24,11,0.863355551289058
11500,6.99,79560,26.25,705,34,3,0.871313348291803
16000,8.67,50000,26.5,720,15,1,0.890430649903627
8000,12.99,97000,16.07,700,30,9,0.868273573752694
4200,14.31,26000,5.17,665,11,0,0.881831508303895
10000,8.19,100000,5.26,700,26,4,0.891090809932966
10000,6.99,61000,18.91,710,35,5,0.885831861038416
